start_elapsed,end_elapsed,mid_event_time,duration_minutes,post_break,spurs_points,knicks_points,spurs_ppm,knicks_ppm
39.833333333333336,40.333333333333336,13.75,0.5,1,0,0,0.0,0.0
40.333333333333336,40.833333333333336,14.25,0.5,1,2,3,4.0,6.0
40.833333333333336,41.333333333333336,14.75,0.5,1,0,3,0.0,6.0
41.333333333333336,41.833333333333336,15.25,0.5,1,2,2,4.0,4.0
41.833333333333336,42.333333333333336,15.75,0.5,1,0,2,0.0,4.0
42.333333333333336,42.833333333333336,16.25,0.5,1,0,2,0.0,4.0
42.833333333333336,43.333333333333336,16.75,0.5,1,0,0,0.0,0.0
43.333333333333336,43.833333333333336,17.25,0.5,1,3,3,6.0,6.0
43.833333333333336,44.333333333333336,17.75,0.5,1,0,2,0.0,4.0
44.333333333333336,44.833333333333336,18.25,0.5,1,2,0,4.0,0.0
44.833333333333336,45.333333333333336,18.75,0.5,1,0,3,0.0,6.0
45.333333333333336,45.833333333333336,19.25,0.5,1,0,3,0.0,6.0
45.833333333333336,46.333333333333336,19.75,0.5,1,0,0,0.0,0.0
46.333333333333336,46.833333333333336,20.25,0.5,1,0,2,0.0,4.0
46.833333333333336,47.333333333333336,20.75,0.5,1,0,0,0.0,0.0
47.333333333333336,47.833333333333336,21.25,0.5,1,2,0,4.0,0.0
47.833333333333336,48.0,21.583333333333336,0.1666666666666643,1,0,2,0.0,12.00000000000017
